sku,proveedor_id,ultima_fecha_compra,ultimo_precio_pyg,ultima_cantidad,total_cantidad_historica,total_lineas_compra
217278,1393,2025-09-26,3.19,120.0,264.0,2
248247,364,2025-09-19,0.77,144.0,144.0,1
248502,364,2025-09-19,0.98,192.0,192.0,1
247049,364,2025-08-29,4.53,32.0,32.0,1
219570,364,2024-11-07,3.2,16.0,16.0,1
246848,364,2025-09-08,1.57,64.0,64.0,1
250469,1393,2025-09-26,0.89,24.0,24.0,1
254538,1926,2025-11-24,1.77,96.0,96.0,1
219838,364,2025-09-08,2.84,48.0,96.0,2
254638,2127,2025-12-03,141818.18182,2.0,7.0,2
218586,1393,2025-09-26,5.07,52.0,104.0,2
248423,364,2025-09-19,2.64,60.0,60.0,1
247163,364,2025-08-29,1.95,144.0,144.0,1
223162,1362,2025-10-24,454545.45455,1.0,3.0,3
247531,3960,2025-09-22,34.92,40.0,40.0,1
253978,364,2025-11-24,20.8,6.0,6.0,1
217502,364,2024-10-18,5.27,24.0,24.0,1
247029,364,2025-08-29,4.81,48.0,48.0,1
222650,2502,2024-12-13,49454.54545,17.0,49.0,3
254259,3659,2025-10-22,5.66,20.0,20.0,1
247441,364,2025-08-29,164.63,2.0,2.0,1
194048,2941,2025-12-17,9545.45455,2.0,4.0,3
250372,1393,2025-09-26,0.55,288.0,288.0,1
253994,364,2025-11-24,4.79,18.0,18.0,1
213767,3515,2024-08-07,10.38,12.0,12.0,1
246823,364,2025-09-08,7.41,4.0,4.0,1
194682,3418,2024-11-22,69363.63636,5.0,21.0,3
206320,1654,2024-05-28,5.11,50.0,50.0,1
221185,2501,2025-11-19,117318.18182,24.0,64.0,5
245748,364,2025-09-08,6.38,12.0,12.0,1
246033,364,2025-09-08,3.43,96.0,96.0,1
248505,364,2025-09-19,1.56,120.0,120.0,1
218622,1393,2024-11-07,3.42,24.0,24.0,1
206069,1654,2024-05-28,5.4,24.0,24.0,1
250442,1393,2025-09-26,1.21,240.0,240.0,1
187833,364,2024-10-01,5.22,48.0,48.0,1
213866,3606,2024-08-07,5.6,24.0,24.0,1
218599,1393,2024-11-07,10.56,6.0,6.0,1
215081,364,2024-10-18,2.13,36.0,36.0,1
215333,364,2024-10-18,4.86,48.0,48.0,1
217099,364,2024-10-18,1.98,144.0,144.0,1
79448,1362,2025-11-26,109090.90909,1.0,5.0,3
215450,364,2024-10-01,7.68,10.0,10.0,1
246501,1654,2025-08-22,0.88,50.0,50.0,1
194680,3418,2024-04-16,50272.72727,2.0,11.0,2
223099,3418,2025-12-19,87181.81818,8.0,36.0,3
206255,1654,2025-07-14,9.74,24.0,48.0,2
186931,364,2024-11-07,2.29,72.0,72.0,1
218652,364,2024-11-07,3.63,36.0,36.0,1
250420,1393,2025-09-26,1.67,240.0,240.0,1
246204,1654,2025-08-22,0.8,448.0,448.0,1
219877,3659,2024-10-22,4.55,6.0,6.0,1
248262,364,2025-09-19,0.87,264.0,264.0,1
203512,3515,2024-08-07,7.95,24.0,48.0,2
217285,364,2024-10-18,1.91,288.0,288.0,1
248543,364,2025-09-19,8.65,20.0,20.0,1
219884,364,2024-11-07,15.76,6.0,6.0,1
246323,1654,2025-08-22,0.32,200.0,200.0,1
217224,1393,2024-10-14,1.6,24.0,24.0,1
218637,1393,2025-09-26,3.23,48.0,96.0,2
215461,364,2024-10-01,6.6,24.0,24.0,1
217450,364,2024-10-18,3.81,12.0,12.0,1
245802,364,2025-09-08,1.23,96.0,96.0,1
219701,364,2024-11-07,1.1,144.0,144.0,1
250309,1393,2025-09-26,3.3,16.0,16.0,1
248541,364,2025-09-19,1.91,48.0,48.0,1
247373,364,2025-08-29,18.07,6.0,6.0,1
254278,3659,2025-10-22,2.66,60.0,60.0,1
248527,364,2025-09-19,3.52,54.0,54.0,1
247452,364,2025-08-29,10.36,4.0,4.0,1
223446,2613,2024-11-28,29090.90909,47.0,81.0,2
254475,1926,2025-11-24,4.0,24.0,24.0,1
253992,364,2025-11-24,5.76,12.0,12.0,1
250564,1393,2025-09-26,4.91,52.0,52.0,1
217146,1393,2024-10-14,0.78,192.0,192.0,1
219806,364,2024-11-07,6.63,48.0,48.0,1
246754,364,2025-09-08,1.7,24.0,24.0,1
255234,1894,2025-11-14,540909.09091,1.0,1.0,1
219825,364,2024-11-07,2.54,64.0,64.0,1
217428,364,2024-10-18,18.79,8.0,8.0,1
246339,1654,2025-08-22,1.6,50.0,50.0,1
254269,3659,2025-10-22,0.4232,200.0,200.0,1
250492,1393,2025-09-26,1.72,64.0,64.0,1
246216,1654,2025-08-22,4.8,100.0,100.0,1
248431,364,2025-09-19,3.17,60.0,60.0,1
250367,1393,2025-09-26,0.82,288.0,288.0,1
253986,364,2025-11-24,4.74,48.0,48.0,1
220923,1074,2024-10-15,17727.27273,24.0,24.0,1
217078,364,2024-10-18,2.07,72.0,72.0,1
222393,941,2024-11-07,10909.09091,5.0,5.0,1
186812,364,2024-10-01,0.85,72.0,72.0,1
215395,364,2024-10-18,24.83,12.0,12.0,1
219683,364,2024-11-07,8.52,24.0,24.0,1
222646,2502,2024-11-15,128727.27273,7.0,7.0,1
250490,1393,2025-09-26,2.62,36.0,36.0,1
217421,364,2024-10-18,22.02,6.0,6.0,1
219833,364,2024-11-07,28.46,12.0,12.0,1
215457,364,2024-10-01,2.65,48.0,48.0,1
215566,364,2024-10-01,13.0,6.0,6.0,1
254870,1926,2025-11-24,2.66,72.0,72.0,1
215054,364,2024-10-18,3.97,24.0,24.0,1
215259,364,2024-10-01,3.68,48.0,48.0,1
254797,1926,2025-11-24,4.55,48.0,48.0,1
254127,1926,2025-11-24,1.65,108.0,108.0,1
196068,3102,2024-11-11,2618.18182,50.0,50.0,1
248246,364,2025-09-19,0.43,480.0,480.0,1
257354,639,2025-12-09,42545.45455,6.0,6.0,1
215538,364,2024-10-01,4.02,48.0,48.0,1
254819,1926,2025-11-24,19.83,8.0,8.0,1
217453,364,2024-10-18,2.34,24.0,24.0,1
246409,1654,2025-08-22,4.15,24.0,24.0,1
247230,364,2025-08-29,1.42,120.0,120.0,1
219844,364,2024-11-07,3.62,72.0,72.0,1
219864,3659,2024-10-22,1.23,12.0,12.0,1
245945,364,2025-09-08,1.48,144.0,144.0,1
247545,3960,2025-09-22,4.91,120.0,120.0,1
254549,1926,2025-11-24,8.5,12.0,12.0,1
218651,364,2024-11-07,3.97,24.0,24.0,1
253991,364,2025-11-24,19.5,8.0,8.0,1
247273,364,2025-08-29,2.84,48.0,48.0,1
219809,364,2024-11-07,1.04,96.0,96.0,1
248427,364,2025-09-19,12.3,4.0,4.0,1
250672,1393,2025-09-26,15.26,8.0,8.0,1
219887,364,2024-11-07,5.99,36.0,36.0,1
256598,3418,2025-12-19,59818.18182,21.0,36.0,2
219827,3659,2024-10-22,1.23,12.0,12.0,1
215082,364,2024-10-18,3.75,48.0,48.0,1
246576,1654,2025-08-22,64.0,3.0,3.0,1
250530,1393,2025-09-26,8.96,18.0,18.0,1
246052,364,2025-09-08,0.97,192.0,192.0,1
245914,364,2025-09-08,2.23,48.0,48.0,1
246784,364,2025-09-08,78.67,2.0,2.0,1
246278,1654,2025-08-22,0.18,100.0,100.0,1
246054,364,2025-09-08,1.22,144.0,144.0,1
250434,1393,2025-09-26,1.18,144.0,144.0,1
254724,556,2025-12-19,3636.36364,2.0,2.0,1
247461,364,2025-08-29,34.92,2.0,2.0,1
248362,364,2025-09-19,7.78,12.0,12.0,1
246050,364,2025-09-08,0.74,240.0,240.0,1
217234,364,2024-10-18,0.77,288.0,288.0,1
250654,1393,2025-09-26,1.7,120.0,120.0,1
218621,1393,2024-11-07,2.94,48.0,48.0,1
190680,1926,2024-09-17,29.7,3.0,3.0,1
254758,1926,2025-11-24,3.07,36.0,36.0,1
247418,364,2025-08-29,3.31,48.0,48.0,1
118346,1362,2025-12-22,58181.81818,3.0,28.0,6
250351,1393,2025-09-26,1.02,144.0,144.0,1
215881,364,2024-10-01,14.84,8.0,8.0,1
217228,1393,2024-10-14,3.41,24.0,24.0,1
247551,3960,2025-09-22,5.06,60.0,60.0,1
250663,1393,2025-09-26,2.84,22.0,22.0,1
250536,1393,2025-09-26,7.82,16.0,16.0,1
215559,364,2024-10-01,17.73,3.0,3.0,1
247061,364,2025-08-29,12.96,9.0,9.0,1
250656,1393,2025-09-26,13.66,12.0,12.0,1
256450,4114,2025-11-25,159090.90909,3.0,3.0,1
206455,1654,2025-07-14,3.63,10.0,58.0,2
215887,364,2024-10-18,1.64,108.0,108.0,1
259243,364,2026-03-16,3.81,24.0,24.0,1
7450007442502,364,2025-09-08,26.0,8.0,16.0,2
222654,2502,2024-12-06,87272.72727,5.0,11.0,2
254289,3659,2025-10-22,2.33,40.0,40.0,1
217315,364,2024-10-18,5.12,24.0,24.0,1
217291,1393,2024-10-14,1.71,200.0,200.0,1
250601,1393,2025-09-26,13.03,18.0,18.0,1
248259,364,2025-09-19,0.73,240.0,240.0,1
247392,364,2025-08-29,87.25,3.0,3.0,1
215206,364,2024-11-07,3.81,96.0,96.0,1
246814,364,2025-09-08,4.49,12.0,12.0,1
215563,364,2024-10-18,0.96,192.0,192.0,1
250368,1393,2025-09-26,0.92,288.0,288.0,1
254268,3659,2025-10-22,0.312,200.0,200.0,1
136343,1926,2024-09-17,4.05,36.0,36.0,1
220924,1074,2024-11-07,15679.41387,19.0,53.0,3
250391,1393,2025-09-26,0.86,192.0,192.0,1
246507,1654,2025-08-22,0.8,50.0,50.0,1
248035,3659,2025-10-24,0.73,480.0,480.0,1
258994,364,2026-03-16,11.52,24.0,24.0,1
250374,1393,2025-09-26,0.74,240.0,240.0,1
246242,1654,2025-08-22,1.69,60.0,60.0,1
250735,3515,2025-11-28,2.11,24.0,24.0,1
217339,364,2024-10-18,1.63,120.0,120.0,1
248324,364,2025-09-19,2.72,96.0,96.0,1
247021,364,2025-08-29,3.1,96.0,96.0,1
247399,364,2025-08-29,1.18,72.0,72.0,1
246436,1654,2025-08-22,1.2,96.0,96.0,1
254876,1926,2025-11-24,0.86,72.0,72.0,1
217112,364,2025-08-29,3.63,54.0,108.0,2
245681,364,2025-09-08,38.15,4.0,4.0,1
215561,364,2024-10-18,4.05,48.0,48.0,1
215801,364,2024-10-18,2.47,40.0,40.0,1
257335,4129,2025-12-10,2500.0,140.0,140.0,1
254120,1926,2025-11-24,14.64,12.0,12.0,1
218602,1393,2024-11-07,1.33,72.0,72.0,1
247342,364,2025-08-29,7.31,24.0,24.0,1
250357,1393,2025-09-26,1.04,240.0,240.0,1
217537,364,2024-10-18,10.84,24.0,24.0,1
217443,364,2024-10-18,7.29,24.0,24.0,1
217113,1393,2024-10-14,1.66,48.0,48.0,1
254874,1926,2025-11-24,14.34,16.0,16.0,1
248041,3659,2025-10-24,3.44,45.0,45.0,1
248392,364,2025-09-19,8.09,8.0,8.0,1
217202,1393,2024-10-14,5.39,24.0,24.0,1
217551,364,2024-10-18,14.01,18.0,18.0,1
254066,1926,2025-11-24,9.69,8.0,8.0,1
248260,364,2025-09-19,0.73,240.0,240.0,1
254676,1926,2025-11-24,3.26,48.0,48.0,1
217554,364,2024-10-18,6.65,24.0,24.0,1
254455,1926,2025-11-24,4.65,24.0,24.0,1
246312,1654,2025-08-22,0.3,160.0,160.0,1
248081,3659,2025-10-24,1.27,240.0,240.0,1
222658,2502,2024-12-06,109090.90909,3.0,5.0,2
215258,364,2024-10-01,1.64,48.0,48.0,1
215576,364,2024-10-01,28.54,4.0,4.0,1
246239,1654,2025-08-22,1.57,48.0,48.0,1
254678,1926,2025-11-24,4.47,36.0,36.0,1
217300,1393,2024-10-14,5.16,20.0,20.0,1
190685,1926,2024-09-17,21.6,10.0,10.0,1
246847,364,2025-09-08,4.94,24.0,24.0,1
246885,364,2025-09-08,2.03,96.0,96.0,1
161632,364,2024-10-01,11.59,8.0,8.0,1
187016,364,2024-10-18,2.33,72.0,72.0,1
250439,1393,2025-09-26,1.01,240.0,240.0,1
166438,2798,2026-02-03,17181.81818,22.0,73.0,4
248130,3659,2025-10-30,1.22,72.0,72.0,1
218594,1393,2024-11-07,5.81,54.0,54.0,1
136340,1926,2024-09-17,37.8,40.0,40.0,1
247095,364,2025-08-29,5.32,48.0,48.0,1
246406,1654,2025-08-22,1.6,96.0,96.0,1
219834,364,2024-11-07,6.5,16.0,16.0,1
246255,1654,2025-08-22,1.42,48.0,48.0,1
217079,1393,2024-10-14,5.78,24.0,24.0,1
217277,1393,2024-10-14,1.6,48.0,48.0,1
217050,1393,2024-10-14,10.18,12.0,12.0,1
248014,3659,2025-10-24,1.43,192.0,192.0,1
170643,1227,2024-11-14,31249.09091,100.0,100.0,1
217260,1393,2024-10-14,2.11,36.0,36.0,1
254487,1926,2025-11-24,11.27,12.0,12.0,1
247322,364,2025-08-29,31.26,4.0,4.0,1
215233,364,2024-10-01,14.82,6.0,6.0,1
255563,2798,2025-11-12,26727.27273,8.0,8.0,1
246329,1654,2025-08-22,0.58,100.0,100.0,1
203483,3515,2024-05-08,4.42,6.0,6.0,1
217313,364,2024-10-18,1.06,192.0,192.0,1
217254,364,2024-10-18,1.55,120.0,120.0,1
222391,941,2024-11-07,16363.63636,5.0,5.0,1
248059,3659,2025-10-24,3.83,72.0,72.0,1
217322,364,2024-10-18,1.63,120.0,120.0,1
250358,1393,2025-09-26,1.48,288.0,288.0,1
250546,1393,2025-09-26,5.59,24.0,24.0,1
162200,1926,2024-09-17,29.7,40.0,40.0,1
250597,1393,2025-09-26,5.28,16.0,16.0,1
248350,364,2025-09-19,9.31,18.0,18.0,1
254694,1926,2025-11-24,1.53,240.0,240.0,1
250526,1393,2025-09-26,13.0,12.0,12.0,1
217508,364,2024-10-18,6.51,12.0,12.0,1
246398,1654,2025-08-22,7.28,48.0,48.0,1
254474,1926,2025-11-24,4.0,48.0,48.0,1
246005,364,2025-09-08,1.02,96.0,96.0,1
256026,2974,2025-11-20,40909.09091,5.0,5.0,1
254468,1926,2025-11-24,2.03,90.0,90.0,1
247308,364,2025-08-29,1.02,192.0,192.0,1
217343,364,2024-10-18,4.77,16.0,16.0,1
247277,364,2025-08-29,0.94,192.0,192.0,1
163511,1393,2024-10-14,1.86,288.0,288.0,1
215051,364,2024-10-18,3.97,24.0,24.0,1
250653,1393,2025-09-26,1.7,120.0,120.0,1
194054,2941,2026-01-28,18454.54545,1.0,13.0,3
247083,364,2025-08-29,2.38,48.0,48.0,1
206257,1654,2025-07-14,3.9,52.0,100.0,2
250568,1393,2025-09-26,4.94,57.0,57.0,1
254834,1926,2025-11-24,6.94,30.0,30.0,1
250599,1393,2025-09-26,5.28,16.0,16.0,1
247335,364,2025-08-29,1.22,96.0,96.0,1
253960,364,2025-11-24,31.9,4.0,4.0,1
217090,364,2024-10-18,3.98,36.0,36.0,1
247076,364,2025-08-29,1.72,114.0,114.0,1
247436,364,2025-08-29,1.41,120.0,120.0,1
215805,364,2024-10-18,11.62,8.0,8.0,1
217077,1393,2024-10-14,16.07,12.0,12.0,1
247215,364,2025-08-29,1.41,144.0,144.0,1
247459,364,2025-08-29,12.6,24.0,24.0,1
254489,2798,2025-12-02,22272.72727,12.0,23.0,3
206358,1654,2025-07-14,1.79,24.0,48.0,2
219618,3655,2024-11-27,58.62,2.0,2.0,1
247537,3960,2025-09-22,22.15,10.0,10.0,1
217371,364,2024-10-18,13.28,18.0,18.0,1
117439,1362,2024-12-17,436363.63636,1.0,1.0,1
247223,364,2025-08-29,3.88,24.0,24.0,1
215371,364,2024-10-18,5.03,36.0,36.0,1
215579,364,2024-10-01,4.65,24.0,24.0,1
215861,364,2024-10-01,11.2,36.0,36.0,1
246799,364,2025-09-08,4.27,24.0,24.0,1
206256,1654,2025-07-14,13.8,12.0,24.0,2
250592,1393,2025-09-26,14.23,12.0,12.0,1
246218,1654,2025-08-22,0.56,200.0,200.0,1
248468,364,2025-09-19,6.83,16.0,16.0,1
245944,364,2025-09-08,1.83,108.0,108.0,1
247211,364,2025-08-29,3.76,72.0,72.0,1
250542,1393,2025-09-26,9.03,12.0,12.0,1
160318,364,2025-08-29,1.54,144.0,288.0,2
215867,364,2024-10-18,9.62,12.0,12.0,1
135478,364,2025-09-08,0.97,144.0,144.0,1
250332,1393,2025-09-26,0.82,360.0,360.0,1
250557,1393,2025-09-26,4.54,48.0,48.0,1
256042,2502,2025-11-21,65454.54545,2.0,2.0,1
247248,364,2025-08-29,0.65,300.0,300.0,1
215832,364,2024-10-01,2.75,12.0,12.0,1
217342,364,2024-10-18,8.41,12.0,12.0,1
215013,364,2024-10-18,9.98,32.0,32.0,1
191345,941,2025-11-11,5454.54545,12.0,30.0,2
217336,364,2024-10-18,1.23,144.0,144.0,1
246425,1654,2025-08-22,1.84,48.0,48.0,1
217274,1393,2024-10-14,2.94,48.0,48.0,1
163499,1393,2024-10-14,5.2,20.0,20.0,1
247420,364,2025-08-29,1.43,144.0,144.0,1
245981,364,2025-09-08,3.54,48.0,48.0,1
246326,1654,2025-08-22,1.36,102.0,102.0,1
221419,224,2024-11-15,13090.90909,20.0,60.0,2
217233,364,2024-10-18,1.8,144.0,144.0,1
250454,1393,2025-09-26,0.34,288.0,288.0,1
246210,1654,2025-08-22,0.35,216.0,216.0,1
135415,364,2025-09-08,2.96,72.0,72.0,1
254704,1926,2025-11-24,1.35,144.0,144.0,1
213761,3515,2024-08-07,4.79,48.0,48.0,1
247422,364,2025-08-29,5.2,12.0,12.0,1
213772,3515,2024-08-07,7.53,10.0,10.0,1
248040,3659,2025-10-24,3.39,45.0,45.0,1
246741,364,2025-09-08,1.58,48.0,48.0,1
215430,364,2024-10-01,9.78,10.0,10.0,1
254642,1926,2025-11-24,3.89,24.0,24.0,1
248062,3659,2025-10-24,1.54,360.0,360.0,1
215378,364,2024-10-18,4.75,36.0,36.0,1
247115,364,2025-08-29,2.42,48.0,48.0,1
247246,364,2025-08-29,1.17,96.0,96.0,1
217333,364,2024-10-18,1.09,180.0,180.0,1
217309,1393,2025-09-26,15.63,12.0,24.0,2
248276,364,2025-09-19,11.34,12.0,12.0,1
107966,1393,2025-10-13,1.25,22.0,22.0,1
257361,639,2026-02-06,57909.09091,4.0,19.0,4
217297,1393,2024-10-14,7.8,12.0,12.0,1
166448,2798,2025-01-03,11136.36364,12.0,88.0,7
215273,364,2024-10-01,3.52,96.0,96.0,1
247160,364,2025-08-29,1.23,144.0,144.0,1
247280,364,2025-08-29,1.38,96.0,96.0,1
248124,3659,2025-10-30,1.95,72.0,72.0,1
219829,364,2025-09-08,7.99,32.0,48.0,2
245987,364,2025-09-08,10.22,12.0,12.0,1
246228,1654,2025-08-22,33.6,6.0,6.0,1
254804,1926,2025-11-24,4.09,24.0,24.0,1
223440,2613,2024-11-23,4772.72727,10.0,10.0,1
258166,975,2025-12-15,9917.1295,1.0,1.0,1
247134,364,2025-08-29,12.57,24.0,24.0,1
247071,364,2025-08-29,3.9,64.0,64.0,1
215314,364,2024-10-18,1.21,120.0,120.0,1
245990,364,2025-09-08,1.87,96.0,96.0,1
254779,1926,2025-11-24,24.98,8.0,8.0,1
248044,3659,2025-10-24,10.7,24.0,24.0,1
250745,3515,2025-11-28,4.91,12.0,12.0,1
247541,3960,2025-09-22,62.61,20.0,20.0,1
215241,364,2024-10-01,2.27,72.0,72.0,1
250487,1393,2025-09-26,0.45,72.0,72.0,1
247156,364,2025-08-29,36.56,4.0,4.0,1
222674,941,2024-11-15,22727.27273,12.0,12.0,1
247165,364,2025-08-29,1.58,120.0,120.0,1
246433,1654,2025-08-22,8.8,24.0,24.0,1
254882,1926,2025-11-24,5.5,36.0,36.0,1
250547,1393,2025-09-26,7.68,24.0,24.0,1
247087,364,2025-08-29,2.19,48.0,48.0,1
247149,364,2025-08-29,16.01,12.0,12.0,1
215803,364,2024-10-18,1.44,132.0,132.0,1
217157,1393,2024-10-14,0.84,288.0,288.0,1
247326,364,2025-08-29,2.38,72.0,72.0,1
247384,364,2025-08-29,5.33,36.0,36.0,1
215765,364,2024-10-01,2.44,128.0,128.0,1
248342,364,2025-09-19,0.84,216.0,216.0,1
246275,1654,2025-08-22,0.22,100.0,100.0,1
219832,364,2024-11-07,22.2,12.0,12.0,1
248374,364,2025-09-19,2.01,96.0,96.0,1
219279,3654,2024-10-22,99.62,1.0,1.0,1
247465,364,2025-08-29,9.46,6.0,6.0,1
250466,1393,2025-09-26,1.11,24.0,24.0,1
248118,364,2025-09-19,3.98,96.0,96.0,1
248328,364,2025-09-19,5.25,48.0,48.0,1
217129,1393,2024-10-14,1.29,72.0,72.0,1
203493,3515,2025-11-28,2.06,96.0,192.0,2
217170,1393,2025-09-26,1.15,36.0,108.0,2
246237,1654,2025-08-22,1.57,48.0,48.0,1
254868,1926,2025-11-24,12.46,12.0,12.0,1
248500,364,2025-09-19,0.98,192.0,192.0,1
215519,364,2024-10-18,4.83,48.0,48.0,1
213743,3515,2024-08-07,4.17,72.0,72.0,1
247069,364,2025-08-29,5.06,48.0,48.0,1
257552,2127,2025-12-17,47272.72727,5.0,5.0,1
218610,1393,2024-11-07,2.61,20.0,20.0,1
247006,364,2025-08-29,0.91,144.0,144.0,1
247125,364,2025-08-29,2.52,72.0,72.0,1
247998,3659,2025-10-24,7.6,60.0,60.0,1
215539,364,2024-10-01,18.1,4.0,4.0,1
247315,364,2025-08-29,2.75,54.0,54.0,1
215452,364,2024-10-01,9.82,16.0,16.0,1
256047,2502,2025-11-21,50909.09091,4.0,4.0,1
162211,1926,2024-09-17,41.85,18.0,18.0,1
248125,3659,2025-10-30,1.67,64.0,64.0,1
247366,364,2025-08-29,3.6,24.0,24.0,1
247383,364,2025-08-29,5.33,36.0,36.0,1
245909,364,2025-09-08,21.67,2.0,2.0,1
247547,3960,2025-09-22,4.52,144.0,144.0,1
247327,364,2025-08-29,2.3,144.0,144.0,1
257396,639,2025-12-18,157772.72727,4.0,4.0,1
250417,1393,2025-09-26,1.11,240.0,240.0,1
222349,3102,2024-11-11,2872.72727,50.0,50.0,1
250527,1393,2025-09-26,5.02,24.0,24.0,1
222355,3102,2024-11-11,6363.63636,44.0,44.0,1
219908,364,2024-11-07,5.16,18.0,18.0,1
218684,364,2024-11-07,2.82,36.0,36.0,1
245717,364,2025-09-08,8.19,16.0,16.0,1
215766,364,2024-10-01,2.07,48.0,48.0,1
215862,364,2024-10-01,2.77,75.0,75.0,1
217230,364,2024-10-18,2.34,84.0,84.0,1
248046,3659,2025-10-24,8.31,312.0,312.0,1
247416,364,2025-08-29,15.14,8.0,8.0,1
185614,364,2025-08-29,1.52,72.0,72.0,1
215860,364,2024-10-18,6.63,32.0,32.0,1
248072,3659,2025-10-24,37.78,12.0,12.0,1
250365,1393,2025-09-26,1.19,240.0,240.0,1
248398,364,2025-09-19,8.41,12.0,12.0,1
166452,2798,2025-10-28,11454.54545,7.0,41.0,3
215015,364,2024-10-18,11.79,18.0,18.0,1
248030,3659,2025-10-24,3.13,112.0,112.0,1
221246,1074,2024-12-11,6136.36364,12.0,24.0,2
221227,941,2024-10-21,9090.90909,24.0,24.0,1
254730,2974,2025-12-11,5113.63636,14.0,188.0,5
213358,1393,2025-10-13,3.25,40.0,60.0,2
246322,1654,2025-08-22,0.32,200.0,200.0,1
218640,1393,2024-11-07,1.97,144.0,144.0,1
250424,1393,2025-09-26,1.5,120.0,120.0,1
247979,3659,2025-10-24,1.59,72.0,72.0,1
248010,3659,2025-10-24,1.79,240.0,240.0,1
245912,364,2025-09-08,3.87,24.0,24.0,1
247129,364,2025-08-29,4.58,72.0,72.0,1
217123,1393,2024-10-14,127.07,24.0,24.0,1
247454,364,2025-08-29,26.67,4.0,4.0,1
220931,1074,2024-11-07,47727.27273,20.0,24.0,2
248165,364,2025-09-19,2.56,96.0,96.0,1
250403,1393,2025-09-26,1.09,120.0,120.0,1
217317,364,2025-08-29,7.52,24.0,48.0,2
217098,364,2024-10-18,2.56,96.0,96.0,1
250356,1393,2025-09-26,1.04,240.0,240.0,1
246416,1654,2025-08-22,4.15,24.0,24.0,1
187806,364,2024-10-01,29.09,12.0,12.0,1
217512,364,2024-10-18,55.58,4.0,4.0,1
247325,364,2025-08-29,9.42,12.0,12.0,1
215255,364,2024-10-01,4.56,24.0,24.0,1
248149,3659,2025-10-30,0.9,36.0,36.0,1
248218,364,2025-09-19,4.99,36.0,36.0,1
248275,364,2025-09-19,13.57,24.0,24.0,1
254295,3659,2025-10-22,46.8,1.0,1.0,1
255168,1362,2026-01-23,109090.90909,3.0,5.0,3
247521,3960,2025-09-22,4.58,48.0,48.0,1
214652,364,2024-10-18,4.83,48.0,48.0,1
215226,364,2024-10-01,5.28,48.0,48.0,1
250436,1393,2025-09-26,1.04,240.0,240.0,1
246285,1654,2025-08-22,1.2,50.0,50.0,1
245905,364,2025-09-08,2.42,36.0,36.0,1
222376,3544,2024-11-08,54545.45455,3.0,3.0,1
217347,364,2024-10-18,8.98,12.0,12.0,1
250370,1393,2025-09-26,1.08,240.0,240.0,1
246401,1654,2025-08-22,2.37,96.0,96.0,1
219691,364,2025-09-19,15.89,8.0,16.0,2
247169,364,2025-08-29,5.62,24.0,24.0,1
136614,1926,2024-09-17,35.1,120.0,120.0,1
246212,1654,2025-08-22,0.35,216.0,216.0,1
213723,3515,2024-08-07,4.79,48.0,48.0,1
236314,1654,2025-07-14,0.93,40.0,40.0,1
217379,364,2024-10-18,5.8,18.0,18.0,1
217542,364,2024-10-18,1.69,96.0,96.0,1
248408,364,2025-09-19,10.8,16.0,16.0,1
247535,3960,2025-09-22,10.21,36.0,36.0,1
247431,364,2025-08-29,1.21,96.0,96.0,1
222583,975,2024-11-14,9008.97867,36.0,36.0,1
247365,364,2025-08-29,1.9,72.0,72.0,1
217326,364,2024-10-18,0.98,192.0,192.0,1
221420,224,2024-11-15,25454.54545,23.0,63.0,3
215798,364,2024-10-18,3.22,40.0,40.0,1
215777,364,2024-10-01,5.03,24.0,24.0,1
247031,364,2025-08-29,1.99,64.0,64.0,1
248025,3659,2025-10-24,3.54,48.0,48.0,1
257364,639,2025-12-18,117000.0,6.0,12.0,2
255130,2663,2025-12-22,84000.0,7.0,13.0,2
248366,364,2025-09-19,10.11,16.0,16.0,1
246061,364,2025-09-08,3.32,36.0,36.0,1
162197,1926,2024-09-17,78.3,18.0,18.0,1
217053,1393,2024-10-14,1.56,120.0,120.0,1
219853,3659,2024-10-22,6.62,12.0,12.0,1
217375,364,2024-10-18,2.16,144.0,144.0,1
222659,2502,2024-12-06,104727.27273,5.0,8.0,2
253996,364,2025-11-24,0.98,48.0,48.0,1
248083,3659,2025-10-24,2.03,72.0,72.0,1
215407,364,2024-10-01,53.51,3.0,3.0,1
248066,364,2025-09-19,24.29,8.0,8.0,1
247209,364,2025-08-29,1.67,144.0,144.0,1
247393,364,2025-08-29,5.37,24.0,24.0,1
205739,941,2025-11-11,10909.09091,12.0,22.0,2
217323,364,2024-10-18,1.63,120.0,120.0,1
215359,364,2024-10-18,2.12,24.0,24.0,1
247075,364,2025-08-29,2.68,64.0,64.0,1
248163,3659,2025-10-30,6.65,36.0,36.0,1
247102,364,2025-08-29,5.6,48.0,48.0,1
245970,364,2025-09-08,10.46,12.0,12.0,1
257401,639,2025-12-18,42545.45455,6.0,6.0,1
246884,364,2025-09-08,3.4,48.0,48.0,1
250540,1393,2025-09-26,7.99,16.0,16.0,1
223445,2613,2024-12-09,10909.09091,74.0,131.0,3
215569,364,2024-10-18,2.12,72.0,72.0,1
246768,364,2025-09-08,6.45,48.0,48.0,1
219815,364,2024-11-07,5.48,12.0,12.0,1
248166,3659,2025-10-30,8.02,16.0,16.0,1
254877,1926,2025-11-24,0.86,72.0,72.0,1
205926,1654,2024-05-28,5.4,24.0,24.0,1
215573,364,2024-10-18,2.22,48.0,48.0,1
